"species"	"cap_shape"	"cap_surface"	"cap_color"	"bruises"	"odor"	"gill_attachment"	"gill_spacing"	"gill_size"	"gill_color"	"stalk_shape"	"stalk_root"	"stalk_surface"	"stalk_color"	"veil_color"	"ring_number"	"ring_type"	"spore_print_color"	"population"	"habitat"
"7466"	"knobbly"	"knobbed"	"scaly"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7467"	"buffbutton"	"knobbed"	"smooth"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7468"	"broadgill"	"bell"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"orange"	"enlarging"	"missing"	"smooth"	"pink"	"brown"	"one"	"pendant"	"orange"	"clustered"	"leaves"
"7469"	"broadgill"	"bell"	"scaly"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7470"	"solidstalk"	"convex"	"smooth"	"red"	"no"	"musty"	"attached"	"close"	"broad"	"white"	"enlarging"	"club"	"silky"	"cinnamon"	"white"	"none"	"none"	"white"	"clustered"	"wood"
"7471"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7472"	"redcap"	"knobbed"	"smooth"	"red"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7473"	"buffbutton"	"knobbed"	"smooth"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7474"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7475"	"buffbutton"	"knobbed"	"smooth"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7476"	"redcap"	"knobbed"	"scaly"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7477"	"redcap"	"convex"	"scaly"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7478"	"knobbly"	"knobbed"	"scaly"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7479"	"redcap"	"knobbed"	"scaly"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7480"	"broadgill"	"bell"	"fibrous"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"white"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7481"	"solidstalk"	"knobbed"	"smooth"	"brown"	"no"	"musty"	"attached"	"close"	"broad"	"yellow"	"enlarging"	"club"	"silky"	"cinnamon"	"white"	"none"	"none"	"white"	"clustered"	"wood"
"7482"	"broadgill"	"flat"	"scaly"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"several"	"paths"
"7483"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7484"	"solidstalk"	"flat"	"smooth"	"yellow"	"no"	"none"	"free"	"crowded"	"narrow"	"yellow"	"enlarging"	"club"	"scaly"	"white"	"yellow"	"one"	"evanescent"	"white"	"clustered"	"leaves"
"7485"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7486"	"solidstalk"	"flat"	"smooth"	"red"	"no"	"musty"	"attached"	"close"	"broad"	"yellow"	"enlarging"	"club"	"silky"	"cinnamon"	"white"	"none"	"none"	"white"	"clustered"	"wood"
"7487"	"broadgill"	"convex"	"fibrous"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7488"	"redcap"	"knobbed"	"smooth"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7489"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7490"	"seafungus"	"flat"	"smooth"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7491"	"broadgill"	"flat"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"brown"	"enlarging"	"missing"	"smooth"	"pink"	"orange"	"one"	"pendant"	"yellow"	"clustered"	"leaves"
"7492"	"seafungus"	"knobbed"	"smooth"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7493"	"stinkstalk"	"flat"	"smooth"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7494"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7495"	"buffbutton"	"flat"	"smooth"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7496"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7497"	"seafungus"	"convex"	"smooth"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7498"	"knobbly"	"knobbed"	"smooth"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7499"	"broadgill"	"convex"	"scaly"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7500"	"broadgill"	"convex"	"scaly"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7501"	"broadgill"	"convex"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"white"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7502"	"redcap"	"knobbed"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7503"	"redcap"	"knobbed"	"scaly"	"red"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7504"	"redcap"	"knobbed"	"smooth"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7505"	"redcap"	"knobbed"	"scaly"	"red"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7506"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7507"	"buffbutton"	"knobbed"	"smooth"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7508"	"buffbutton"	"knobbed"	"smooth"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7509"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7510"	"knobbly"	"knobbed"	"scaly"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7511"	"broadgill"	"flat"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"orange"	"enlarging"	"missing"	"smooth"	"pink"	"brown"	"one"	"pendant"	"orange"	"clustered"	"leaves"
"7512"	"knobbly"	"flat"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7513"	"redcap"	"knobbed"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7514"	"broadgill"	"convex"	"scaly"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7515"	"broadgill"	"convex"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7516"	"knobbly"	"knobbed"	"smooth"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7517"	"broadgill"	"convex"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"brown"	"enlarging"	"missing"	"smooth"	"pink"	"brown"	"one"	"pendant"	"orange"	"clustered"	"leaves"
"7518"	"buffbutton"	"knobbed"	"smooth"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7519"	"seafungus"	"knobbed"	"smooth"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7520"	"knobbly"	"knobbed"	"smooth"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7521"	"redcap"	"knobbed"	"smooth"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7522"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7523"	"broadgill"	"bell"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"yellow"	"enlarging"	"missing"	"smooth"	"pink"	"brown"	"one"	"pendant"	"buff"	"clustered"	"leaves"
"7524"	"broadgill"	"flat"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"orange"	"enlarging"	"missing"	"smooth"	"pink"	"orange"	"one"	"pendant"	"brown"	"clustered"	"leaves"
"7525"	"broadgill"	"bell"	"scaly"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7526"	"redcap"	"knobbed"	"scaly"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7527"	"broadgill"	"convex"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"brown"	"enlarging"	"missing"	"smooth"	"pink"	"brown"	"one"	"pendant"	"brown"	"clustered"	"leaves"
"7528"	"redcap"	"knobbed"	"smooth"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7529"	"broadgill"	"bell"	"fibrous"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7530"	"broadgill"	"bell"	"scaly"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7531"	"knobbly"	"convex"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7532"	"broadgill"	"convex"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"brown"	"enlarging"	"missing"	"smooth"	"pink"	"orange"	"one"	"pendant"	"buff"	"clustered"	"leaves"
"7533"	"broadgill"	"convex"	"scaly"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7534"	"broadgill"	"convex"	"scaly"	"brown"	"no"	"none"	"free"	"close"	"broad"	"white"	"enlarging"	"bulbous"	"scaly"	"brown"	"white"	"two"	"pendant"	"white"	"solitary"	"paths"
"7535"	"broadgill"	"knobbed"	"scaly"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7536"	"broadgill"	"convex"	"scaly"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7537"	"solidstalk"	"flat"	"smooth"	"cinnamon"	"no"	"musty"	"free"	"close"	"broad"	"yellow"	"enlarging"	"club"	"silky"	"cinnamon"	"white"	"none"	"none"	"white"	"clustered"	"wood"
"7538"	"broadgill"	"convex"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"yellow"	"enlarging"	"missing"	"smooth"	"pink"	"orange"	"one"	"pendant"	"yellow"	"clustered"	"leaves"
"7539"	"redcap"	"knobbed"	"scaly"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7540"	"redcap"	"knobbed"	"smooth"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7541"	"broadgill"	"convex"	"scaly"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7542"	"broadgill"	"knobbed"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7543"	"broadgill"	"bell"	"fibrous"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7544"	"broadgill"	"knobbed"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"brown"	"enlarging"	"missing"	"smooth"	"pink"	"orange"	"one"	"pendant"	"buff"	"several"	"leaves"
"7545"	"seafungus"	"knobbed"	"smooth"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7546"	"buffbutton"	"flat"	"smooth"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7547"	"knobbly"	"knobbed"	"scaly"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7548"	"broadgill"	"knobbed"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"yellow"	"enlarging"	"missing"	"smooth"	"pink"	"brown"	"one"	"pendant"	"brown"	"several"	"leaves"
"7549"	"broadgill"	"flat"	"scaly"	"pink"	"yes"	"none"	"free"	"close"	"broad"	"white"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"several"	"paths"
"7550"	"stinkstalk"	"knobbed"	"smooth"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7551"	"broadgill"	"bell"	"scaly"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7552"	"knobbly"	"knobbed"	"scaly"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7553"	"broadgill"	"knobbed"	"scaly"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7554"	"knobbly"	"knobbed"	"smooth"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7555"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7556"	"broadgill"	"flat"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"yellow"	"enlarging"	"missing"	"smooth"	"pink"	"orange"	"one"	"pendant"	"buff"	"clustered"	"leaves"
"7557"	"buffbutton"	"knobbed"	"scaly"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7558"	"redcap"	"knobbed"	"smooth"	"red"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7559"	"broadgill"	"convex"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"brown"	"enlarging"	"missing"	"smooth"	"pink"	"brown"	"one"	"pendant"	"yellow"	"several"	"leaves"
"7560"	"broadgill"	"convex"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7561"	"broadgill"	"convex"	"fibrous"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"white"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7562"	"broadgill"	"convex"	"scaly"	"brown"	"no"	"none"	"attached"	"close"	"broad"	"brown"	"enlarging"	"missing"	"smooth"	"pink"	"brown"	"one"	"pendant"	"buff"	"several"	"leaves"
"7563"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7564"	"buffbutton"	"knobbed"	"smooth"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7565"	"broadgill"	"convex"	"scaly"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7566"	"redcap"	"knobbed"	"smooth"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7567"	"broadgill"	"convex"	"fibrous"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"white"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7568"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7569"	"stinkstalk"	"flat"	"smooth"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7570"	"redcap"	"knobbed"	"scaly"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7571"	"broadgill"	"knobbed"	"scaly"	"brown"	"no"	"none"	"free"	"close"	"broad"	"white"	"enlarging"	"bulbous"	"scaly"	"brown"	"white"	"two"	"pendant"	"white"	"solitary"	"paths"
"7572"	"redcap"	"knobbed"	"scaly"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7573"	"stinkstalk"	"knobbed"	"scaly"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7574"	"broadgill"	"bell"	"scaly"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7575"	"stinkstalk"	"knobbed"	"smooth"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7576"	"stinkstalk"	"knobbed"	"scaly"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7577"	"broadgill"	"knobbed"	"fibrous"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"white"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7578"	"seafungus"	"knobbed"	"smooth"	"brown"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7579"	"buffbutton"	"knobbed"	"scaly"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"leaves"
"7580"	"knobbly"	"knobbed"	"smooth"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7581"	"redcap"	"knobbed"	"scaly"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7582"	"broadgill"	"knobbed"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7583"	"redcap"	"knobbed"	"smooth"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7584"	"redcap"	"knobbed"	"smooth"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7585"	"broadgill"	"bell"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7586"	"broadgill"	"convex"	"scaly"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"gray"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"numerous"	"grasses"
"7587"	"broadgill"	"bell"	"scaly"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"white"	"enlarging"	"missing"	"silky"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7588"	"knobbly"	"knobbed"	"smooth"	"red"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7589"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"paths"
"7590"	"redcap"	"knobbed"	"smooth"	"red"	"no"	"fishy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7591"	"broadgill"	"bell"	"scaly"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"white"	"enlarging"	"missing"	"smooth"	"purple"	"white"	"two"	"pendant"	"white"	"scattered"	"grasses"
"7592"	"redcap"	"flat"	"scaly"	"red"	"no"	"foul"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"smooth"	"green"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
"7593"	"knobbly"	"knobbed"	"scaly"	"brown"	"no"	"spicy"	"free"	"close"	"narrow"	"buff"	"tapering"	"missing"	"silky"	"purple"	"white"	"one"	"evanescent"	"white"	"several"	"wood"
